home_team,away_team,home_score,away_score,Hasil,HTRF,THFP,PHPAR,PHSPAR,PHPSAR,PHDAR,PHTSA,PHDBAR,PHAAR,ATRF,TAFP,PAPAR,PASPAR,PAPSAR,PADAR,PATSA,PADBAR,PAAAR
Mexico,Cameroon,1,0,Home_win,24,15,71,64,75,62,76,72,27,59,7,69,64,81,63,,74,26
Brazil,Croatia,3,1,Home_win,7,20,76,66,77,68,80,77,27,23,4,74,66,77,65,74,71,27
Mexico,Cameroon,1,0,Home_win,16,15,72,62,75,65,77,71,27,7,59,69,64,81,63,81,74,26
Spain,Netherlands,1,5,Away_win,6,14,82,69,78,67,76,79,26,10,8,74,68,80,63,78,75,26
Colombia,Greece,3,0,Home_win,4,5,73,67,79,63,78,74,27,3,18,73,66,79,62,76,74,28
England,Italy,1,2,Away_win,10,14,73,66,77,68,80,74,26,18,9,76,68,81,66,77,75,27
Uruguay,Costa Rica,1,3,Away_win,9,12,73,66,78,68,76,74,27,25,4,68,60,74,65,75,67,28
Argentina,Bosnia-Herzegovina,2,1,Home_win,1,16,78,69,80,68,77,77,28,1,16,73,66,79,61,77,75,27
France,Honduras,3,0,Home_win,3,34,70,62,78,60,77,72,28,,,,,,,,,
Germany,Portugal,4,0,Home_win,5,18,79,71,79,65,78,78,25,8,6,74,67,78,67,77,75,29
Iran,Nigeria,0,0,Draw,42,4,66,59,74,60,73,65,27,67,5,67,58,79,62,77,66,26
Belgium,Algeria,2,1,Home_win,2,12,75,67,83,66,76,72,26,4,32,70,62,78,62,74,70,26
Brazil,Mexico,0,0,Draw,7,20,76,66,77,68,80,77,27,16,15,72,62,75,65,77,71,27
Russia,Korea Republic,1,1,Draw,27,10,73,64,78,66,75,68,29,56,9,66,57,76,64,75,67,27
Australia,Netherlands,2,3,Away_win,50,5,69,63,77,66,74,68,27,10,8,74,68,80,63,78,75,26
Spain,Chile,0,2,Away_win,6,14,82,69,78,67,76,79,26,9,12,73,68,76,64,77,75,28
Colombia,Ivory Coast,2,1,Home_win,4,5,73,67,79,63,78,74,27,3,17,72,65,80,62,80,73,27
Japan,Greece,0,0,Draw,57,5,73,66,75,67,75,73,28,3,18,73,66,79,62,76,74,28
Uruguay,England,2,1,Home_win,9,12,73,66,78,68,76,74,27,10,14,73,66,77,68,80,74,26
Switzerland,France,2,5,Away_win,14,10,73,66,80,69,75,71,26,,,,,,,,,
Argentina,Iran,1,0,Home_win,1,16,78,69,80,68,77,77,28,42,4,66,59,74,60,73,65,27
Germany,Ghana,2,2,Draw,5,18,79,71,79,65,78,78,25,3,23,71,66,80,63,81,74,25
Nigeria,Bosnia-Herzegovina,1,0,Home_win,67,5,67,58,79,62,77,66,26,1,16,73,66,79,61,77,75,27
Belgium,Russia,1,0,Home_win,2,12,75,67,83,66,76,72,26,27,10,73,64,78,66,75,68,29
Korea Republic,Algeria,2,4,Away_win,56,9,66,57,76,64,75,67,27,4,32,70,62,78,62,74,70,26
Australia,Spain,0,3,Away_win,50,5,69,63,77,66,74,68,27,6,14,82,69,78,67,76,79,26
Croatia,Mexico,1,3,Away_win,23,4,74,66,77,65,74,71,27,16,15,72,62,75,65,77,71,27
Costa Rica,England,0,0,Draw,25,4,68,60,74,65,75,67,28,10,14,73,66,77,68,80,74,26
Japan,Colombia,1,4,Away_win,57,5,73,66,75,67,75,73,28,4,5,73,67,79,63,78,74,27
Nigeria,Argentina,2,3,Away_win,67,5,67,58,79,62,77,66,26,1,16,78,69,80,68,77,77,28
Korea Republic,Belgium,0,1,Away_win,56,9,66,57,76,64,75,67,27,2,12,75,67,83,66,76,72,26
Portugal,Ghana,2,1,Home_win,8,6,74,67,78,67,77,75,29,3,23,71,66,80,63,81,74,25
Brazil,Chile,1,1,Draw,7,20,76,66,77,68,80,77,27,9,12,73,68,76,64,77,75,28
Colombia,Uruguay,2,0,Home_win,4,5,73,67,79,63,78,74,27,9,12,73,66,78,68,76,74,27
Costa Rica,Greece,1,1,Draw,25,4,68,60,74,65,75,67,28,3,18,73,66,79,62,76,74,28
France,Nigeria,2,0,Home_win,21,14,77,66,82,72,79,73,27,67,5,67,58,79,62,77,66,26
Germany,Algeria,2,1,Home_win,5,18,79,71,79,65,78,78,25,4,32,70,62,78,62,74,70,26
Argentina,Switzerland,1,0,Home_win,1,16,78,69,80,68,77,77,28,14,10,73,66,80,69,75,71,26
Belgium,USA,2,1,Home_win,2,12,75,67,83,66,76,72,26,10,31,70,66,80,62,77,72,27
Brazil,Colombia,2,1,Home_win,7,20,76,66,77,68,80,77,27,4,5,73,67,79,63,78,74,27
France,Germany,0,1,Away_win,21,14,77,66,82,72,79,73,27,5,18,79,71,79,65,78,78,25
Argentina,Belgium,1,0,Home_win,1,16,78,69,80,68,77,77,28,2,12,75,67,83,66,76,72,26
Brazil,Germany,1,7,Away_win,7,20,76,66,77,68,80,77,27,5,18,79,71,79,65,78,78,25
Brazil,Netherlands,0,3,Away_win,7,20,76,66,77,68,80,77,27,10,8,74,68,80,63,78,75,26
Germany,Argentina,1,0,Home_win,5,18,79,71,79,65,78,78,25,1,16,78,69,80,68,77,77,28
Germany,Argentina,2,4,Away_win,5,18,79,71,79,65,78,78,25,1,16,78,69,80,68,77,77,28
Russia,Azerbaijan,4,0,Home_win,27,10,73,64,78,66,75,68,29,,,,,,,,,
Belgium,Australia,2,0,Home_win,2,12,75,67,83,66,76,72,26,50,5,69,63,77,66,74,68,27
France,Spain,1,0,Home_win,21,14,77,66,82,72,79,73,27,6,14,82,69,78,67,76,79,26
Japan,Uruguay,0,2,Away_win,57,5,73,66,75,67,75,73,28,9,12,73,66,78,68,76,74,27
Senegal,Egypt,2,0,Home_win,43,1,68,64,78,67,76,69,26,44,2,68,61,73,63,72,67,28
Mexico,Chile,0,0,Draw,16,15,72,62,75,65,77,71,27,9,12,73,68,76,64,77,75,28
Nigeria,Congo,2,3,Away_win,67,5,67,58,79,62,77,66,26,,,,,,,,,
Costa Rica,Panama,2,2,Draw,25,4,68,60,74,65,75,67,28,52,0,64,57,74,60,73,63,29
Serbia,France,1,1,Draw,55,11,72,64,80,65,74,71,27,21,14,77,66,82,72,79,73,27
Australia,Saudi Arabia,3,2,Home_win,50,5,69,63,77,66,74,68,27,60,4,65,56,73,62,76,65,27
Korea Republic,Uruguay,0,1,Away_win,56,9,66,57,76,64,75,67,27,9,12,73,66,78,68,76,74,27
Switzerland,England,0,2,Away_win,14,10,73,66,80,69,75,71,26,10,14,73,66,77,68,80,74,26
Egypt,Tunisia,0,1,Away_win,44,2,68,61,73,63,72,67,28,47,4,67,61,71,62,72,65,26
Sweden,Russia,1,1,Draw,36,,70,64,77,64,71,67,28,27,10,73,64,78,66,75,68,29
Saudi Arabia,Uruguay,1,1,Draw,60,4,65,56,73,62,76,65,27,9,12,73,66,78,68,76,74,27
Senegal,Tunisia,0,0,Draw,43,1,68,64,78,67,76,69,26,47,4,67,61,71,62,72,65,26
Argentina,Brazil,0,2,Away_win,1,16,78,69,80,68,77,77,28,7,20,76,66,77,68,80,77,27
France,Portugal,2,1,Home_win,21,14,77,66,82,72,79,73,27,8,6,74,67,78,67,77,75,29
Mexico,Panama,1,0,Home_win,16,15,72,62,75,65,77,71,27,52,0,64,57,74,60,73,63,29
Iceland,Netherlands,2,0,Home_win,35,0,70,62,75,65,71,67,29,10,8,74,68,80,63,78,75,26
Denmark,Portugal,0,1,Away_win,,,,,,,,,,8,6,74,67,78,67,77,75,29
Germany,Ireland,1,1,Draw,5,18,79,71,79,65,78,78,25,,,,,,,,,
Japan,Brazil,0,4,Away_win,57,5,73,66,75,67,75,73,28,7,20,76,66,77,68,80,77,27
Korea Republic,Costa Rica,1,3,Away_win,56,9,66,57,76,64,75,67,27,25,4,68,60,74,65,75,67,28
Tunisia,Senegal,1,0,Home_win,47,4,67,61,71,62,72,65,26,43,1,68,64,78,67,76,69,26
Argentina,Croatia,2,1,Home_win,1,16,78,69,80,68,77,77,28,23,4,74,66,77,65,74,71,27
Belgium,Iceland,3,1,Home_win,2,12,75,67,83,66,76,72,26,35,0,70,62,75,65,71,67,29
Uruguay,Costa Rica,3,3,Draw,9,12,73,66,78,68,76,74,27,25,4,68,60,74,65,75,67,28
France,Albania,1,1,Draw,21,14,77,66,82,72,79,73,27,,,,,,,,,
Japan,Honduras,6,0,Home_win,57,5,73,66,75,67,75,73,28,3,34,70,62,78,60,77,72,28
Serbia,Denmark,1,3,Away_win,55,11,72,64,80,65,74,71,27,,,,,,,,,
Egypt,Senegal,0,1,Away_win,44,2,68,61,73,63,72,67,28,43,1,68,64,78,67,76,69,26
Israel,Bosnia-Herzegovina,3,0,Home_win,,,,,,,,,,1,16,73,66,79,61,77,75,27
France,Sweden,1,0,Home_win,21,14,77,66,82,72,79,73,27,36,,70,64,77,64,71,67,28
Iran,Korea Republic,1,0,Home_win,42,4,66,59,74,60,73,65,27,56,9,66,57,76,64,75,67,27
Japan,Australia,2,1,Home_win,57,5,73,66,75,67,75,73,28,50,5,69,63,77,66,74,68,27
Panama,Canada,0,0,Draw,52,0,64,57,74,60,73,63,29,,,,,,,,,
Peru,Paraguay,2,1,Home_win,46,,69,65,76,61,76,69,27,,,,,,,,,
Portugal,Argentina,1,0,Home_win,8,6,74,67,78,67,77,75,29,1,16,78,69,80,68,77,77,28
Spain,Germany,0,1,Away_win,6,14,82,69,78,67,76,79,26,5,18,79,71,79,65,78,78,25
Tunisia,Egypt,2,1,Home_win,47,4,67,61,71,62,72,65,26,44,2,68,61,73,63,72,67,28
Saudi Arabia,United Arab Emirates,3,2,Home_win,60,4,65,56,73,62,76,65,27,,,,,,,,,
Saudi Arabia,Qatar,1,2,Away_win,60,4,65,56,73,62,76,65,27,,,,,,,,,
Iran,Iraq,1,0,Home_win,42,4,66,59,74,60,73,65,27,,,,,,,,,
Korea Republic,Saudi Arabia,2,0,Home_win,56,9,66,57,76,64,75,67,27,60,4,65,56,73,62,76,65,27
Nigeria,Ivory Coast,0,1,Away_win,67,5,67,58,79,62,77,66,26,3,17,72,65,80,62,80,73,27
Tunisia,Algeria,1,1,Draw,47,4,67,61,71,62,72,65,26,4,32,70,62,78,62,74,70,26
Sweden,Ivory Coast,2,0,Home_win,36,,70,64,77,64,71,67,28,3,17,72,65,80,62,80,73,27
Australia,Korea Republic,0,1,Away_win,50,5,69,63,77,66,74,68,27,56,9,66,57,76,64,75,67,27
Senegal,Algeria,0,2,Away_win,43,1,68,64,78,67,76,69,26,4,32,70,62,78,62,74,70,26
Korea Republic,Australia,1,2,Away_win,56,9,66,57,76,64,75,67,27,50,5,69,63,77,66,74,68,27
Denmark,USA,3,2,Home_win,41,,73,64,78,65,73,69,28,10,31,70,66,80,62,77,72,27
Germany,Australia,2,2,Draw,5,18,79,71,79,65,78,78,25,50,5,69,63,77,66,74,68,27
France,Brazil,1,3,Away_win,21,14,77,66,82,72,79,73,27,7,20,76,66,77,68,80,77,27
Japan,Tunisia,2,0,Home_win,57,5,73,66,75,67,75,73,28,47,4,67,61,71,62,72,65,26
Brazil,Chile,1,0,Home_win,7,20,76,66,77,68,80,77,27,9,12,73,68,76,64,77,75,28
France,Denmark,2,0,Home_win,21,14,77,66,82,72,79,73,27,41,,73,64,78,65,73,69,28
Israel,Belgium,0,1,Away_win,,,,,,,,,,2,12,75,67,83,66,76,72,26
Panama,Costa Rica,2,1,Home_win,52,0,64,57,74,60,73,63,29,25,4,68,60,74,65,75,67,28
Sweden,Iran,3,1,Home_win,36,,70,64,77,64,71,67,28,42,4,66,59,74,60,73,65,27
Switzerland,USA,1,1,Draw,14,10,73,66,80,69,75,71,26,10,31,70,66,80,62,77,72,27
Mexico,Guatemala,3,0,Home_win,16,15,72,62,75,65,77,71,27,,,,,,,,,
Panama,Ecuador,1,1,Draw,52,0,64,57,74,60,73,63,29,3,22,70,65,77,57,80,75,27
Colombia,Costa Rica,1,0,Home_win,4,5,73,67,79,63,78,74,27,25,4,68,60,74,65,75,67,28
Brazil,Mexico,2,0,Home_win,7,20,76,66,77,68,80,77,27,16,15,72,62,75,65,77,71,27
France,Belgium,3,4,Away_win,21,14,77,66,82,72,79,73,27,2,12,75,67,83,66,76,72,26
Brazil,Honduras,1,0,Home_win,7,20,76,66,77,68,80,77,27,3,34,70,62,78,60,77,72,28
Germany,USA,1,2,Away_win,5,18,79,71,79,65,78,78,25,10,31,70,66,80,62,77,72,27
Spain,Costa Rica,2,1,Home_win,6,14,82,69,78,67,76,79,26,25,4,68,60,74,65,75,67,28
Croatia,Italy,1,1,Draw,23,4,74,66,77,65,74,71,27,18,9,76,68,81,66,77,75,27
Argentina,Paraguay,2,2,Draw,1,16,78,69,80,68,77,77,28,,,,,,,,,
Denmark,Serbia,2,0,Home_win,41,,73,64,78,65,73,69,28,55,11,72,64,80,65,74,71,27
Brazil,Peru,2,1,Home_win,7,20,76,66,77,68,80,77,27,46,,69,65,76,61,76,69,27
Colombia,Venezuela,0,1,Away_win,4,5,73,67,79,63,78,74,27,,,,,,,,,
Russia,Austria,0,1,Away_win,27,10,73,64,78,66,75,68,29,50,5,69,63,77,66,74,68,27
Argentina,Uruguay,1,0,Home_win,1,16,78,69,80,68,77,77,28,9,12,73,66,78,68,76,74,27
Brazil,Colombia,0,1,Away_win,7,20,76,66,77,68,80,77,27,4,5,73,67,79,63,78,74,27
Mexico,Ecuador,1,2,Away_win,16,15,72,62,75,65,77,71,27,3,22,70,65,77,57,80,75,27
Colombia,Peru,0,0,Draw,4,5,73,67,79,63,78,74,27,46,,69,65,76,61,76,69,27
Argentina,Colombia,0,0,Draw,1,16,78,69,80,68,77,77,28,4,5,73,67,79,63,78,74,27
Brazil,Paraguay,1,1,Draw,7,20,76,66,77,68,80,77,27,,,,,,,,,
Mexico,Costa Rica,2,2,Draw,16,15,72,62,75,65,77,71,27,25,4,68,60,74,65,75,67,28
Panama,USA,1,1,Draw,52,0,64,57,74,60,73,63,29,10,31,70,66,80,62,77,72,27
Mexico,Costa Rica,1,0,Home_win,16,15,72,62,75,65,77,71,27,25,4,68,60,74,65,75,67,28
Panama,Mexico,1,2,Away_win,52,0,64,57,74,60,73,63,29,16,15,72,62,75,65,77,71,27
Japan,Korea Republic,1,1,Draw,57,5,73,66,75,67,75,73,28,56,9,66,57,76,64,75,67,27
Belgium,Bosnia-Herzegovina,3,1,Home_win,2,12,75,67,83,66,76,72,26,1,16,73,66,79,61,77,75,27
Portugal,France,0,1,Away_win,8,6,74,67,78,67,77,75,29,21,14,77,66,82,72,79,73,27
Costa Rica,Brazil,0,1,Away_win,25,4,68,60,74,65,75,67,28,7,20,76,66,77,68,80,77,27
Russia,Sweden,1,0,Home_win,27,10,73,64,78,66,75,68,29,36,,70,64,77,64,71,67,28
France,Serbia,2,1,Home_win,21,14,77,66,82,72,79,73,27,55,11,72,64,80,65,74,71,27
England,Switzerland,2,0,Home_win,10,14,73,66,77,68,80,74,26,14,10,73,66,80,69,75,71,26
Mexico,Argentina,2,2,Draw,16,15,72,62,75,65,77,71,27,1,16,78,69,80,68,77,77,28
Colombia,Peru,2,0,Home_win,4,5,73,67,79,63,78,74,27,46,,69,65,76,61,76,69,27
Portugal,Denmark,1,0,Home_win,8,6,74,67,78,67,77,75,29,41,,73,64,78,65,73,69,28
Saudi Arabia,United Arab Emirates,2,1,Home_win,60,4,65,56,73,62,76,65,27,,,,,,,,,
Denmark,France,1,2,Away_win,41,,73,64,78,65,73,69,28,21,14,77,66,82,72,79,73,27
Nigeria,Cameroon,3,0,Home_win,67,5,67,58,79,62,77,66,26,7,59,69,64,81,63,81,74,26
Serbia,Portugal,1,2,Away_win,55,11,72,64,80,65,74,71,27,8,6,74,67,78,67,77,75,29
Tunisia,Morocco,2,3,Away_win,47,4,67,61,71,62,72,65,26,64,4,72,64,77,63,76,73,27
Belgium,Italy,3,1,Home_win,2,12,75,67,83,66,76,72,26,18,9,76,68,81,66,77,75,27
France,Germany,2,0,Home_win,21,14,77,66,82,72,79,73,27,5,18,79,71,79,65,78,78,25
Spain,England,2,0,Home_win,6,14,82,69,78,67,76,79,26,10,14,73,66,77,68,80,74,26
Russia,Portugal,1,0,Home_win,27,10,73,64,78,66,75,68,29,8,6,74,67,78,67,77,75,29
Sweden,Denmark,2,1,Home_win,36,,70,64,77,64,71,67,28,41,,73,64,78,65,73,69,28
Colombia,Argentina,0,1,Away_win,4,5,73,67,79,63,78,74,27,1,16,78,69,80,68,77,77,28
Denmark,Sweden,2,2,Draw,41,,73,64,78,65,73,69,28,36,,70,64,77,64,71,67,28
England,France,2,0,Home_win,10,14,73,66,77,68,80,74,26,21,14,77,66,82,72,79,73,27
Nigeria,Swaziland,2,0,Home_win,67,5,67,58,79,62,77,66,26,,,,,,,,,
Russia,Croatia,1,3,Away_win,27,10,73,64,78,66,75,68,29,23,4,74,66,77,65,74,71,27
Tunisia,Nigeria,1,1,Draw,47,4,67,61,71,62,72,65,26,67,5,67,58,79,62,77,66,26
Croatia,Israel,2,0,Home_win,23,4,74,66,77,65,74,71,27,,,,,,,,,
Denmark,Iceland,2,1,Home_win,,,,,,,,,,35,0,70,62,75,65,71,67,29
Iran,India,4,0,Home_win,42,4,66,59,74,60,73,65,27,,,,,,,,,
Japan,Afghanistan,5,0,Home_win,57,5,73,66,75,67,75,73,28,,,,,,,,,
Korea Republic,Lebanon,1,0,Home_win,56,9,66,57,76,64,75,67,27,,,,,,,,,
Peru,Venezuela,2,2,Draw,46,,69,65,76,61,76,69,27,,,,,,,,,
Saudi Arabia,Malaysia,2,0,Home_win,60,4,65,56,73,62,76,65,27,,,,,,,,,
Brazil,Uruguay,2,2,Draw,7,20,76,66,77,68,80,77,27,9,12,73,66,78,68,76,74,27
Nigeria,Egypt,1,1,Draw,44,2,68,61,73,63,72,67,28,,,,,,,,,
Portugal,Bulgaria,0,1,Away_win,8,6,74,67,78,67,77,75,29,,,,,,,,,
Tunisia,Togo,1,0,Home_win,47,4,67,61,71,62,72,65,26,,,,,,,,,
Germany,England,2,3,Away_win,5,18,79,71,79,65,78,78,25,10,14,73,66,77,68,80,74,26
Russia,Lithuania,3,0,Home_win,27,10,73,64,78,66,75,68,29,,,,,,,,,
Senegal,Niger,2,0,Home_win,43,1,68,64,78,67,76,69,26,,,,,,,,,
Argentina,Bolivia,2,0,Home_win,1,16,78,69,80,68,77,77,28,,,,,,,,,
Australia,Jordan,5,1,Home_win,50,5,69,63,77,66,74,68,27,,,,,,,,,
Colombia,Ecuador,3,0,Home_win,4,5,73,67,79,63,78,74,27,3,22,70,65,77,57,80,75,27
Costa Rica,Jamaica,3,0,Home_win,25,4,68,60,74,65,75,67,28,,,,,,,,,
Egypt,Nigeria,1,0,Home_win,44,2,68,61,73,63,72,67,28,67,5,67,58,79,62,77,66,26
England,Netherlands,1,2,Away_win,10,14,73,66,77,68,80,74,26,10,8,74,68,80,63,78,75,26
France,Russia,4,2,Home_win,21,14,77,66,82,72,79,73,27,27,10,73,64,78,66,75,68,29
Germany,Italy,4,1,Home_win,5,18,79,71,79,65,78,78,25,18,9,76,68,81,66,77,75,27
Iran,Oman,2,0,Home_win,42,4,66,59,74,60,73,65,27,,,,,,,,,
Japan,Syria,5,0,Home_win,57,5,73,66,75,67,75,73,28,,,,,,,,,
Mexico,Canada,2,0,Home_win,16,15,72,62,75,65,77,71,27,,,,,,,,,
Panama,Haiti,1,0,Home_win,52,0,64,57,74,60,73,63,29,,,,,,,,,
Portugal,Belgium,2,1,Home_win,8,6,74,67,78,67,77,75,29,2,12,75,67,83,66,76,72,26
Sweden,Czech Republic,1,1,Draw,36,,70,64,77,64,71,67,28,,,,,,,,,
Switzerland,Bosnia-Herzegovina,0,2,Away_win,14,10,73,66,80,69,75,71,26,1,16,73,66,79,61,77,75,27
Uruguay,Peru,1,0,Home_win,9,12,73,66,78,68,76,74,27,46,,69,65,76,61,76,69,27
England,Turkey,2,1,Home_win,10,14,73,66,77,68,80,74,26,,,,,,,,,
Serbia,Cyprus,2,1,Home_win,55,11,72,64,80,65,74,71,27,,,,,,,,,
Croatia,Moldova,1,0,Home_win,23,4,74,66,77,65,74,71,27,,,,,,,,,
England,Australia,2,1,Home_win,10,14,73,66,77,68,80,74,26,50,5,69,63,77,66,74,68,27
Nigeria,Mali,1,0,Home_win,67,5,67,58,79,62,77,66,26,,,,,,,,,
Costa Rica,Venezuela,2,1,Home_win,25,4,68,60,74,65,75,67,28,,,,,,,,,
Mexico,Paraguay,1,0,Home_win,16,15,72,62,75,65,77,71,27,,,,,,,,,
Switzerland,Belgium,1,2,Away_win,14,10,73,66,80,69,75,71,26,2,12,75,67,83,66,76,72,26
Germany,Slovakia,1,3,Away_win,5,18,79,71,79,65,78,78,25,,,,,,,,,
Portugal,Norway,3,0,Home_win,8,6,74,67,78,67,77,75,29,,,,,,,,,
France,Cameroon,3,2,Home_win,21,14,77,66,82,72,79,73,27,7,59,69,64,81,63,81,74,26
Sweden,Slovenia,0,0,Draw,36,,70,64,77,64,71,67,28,,,,,,,,,
Serbia,Israel,3,1,Home_win,55,11,72,64,80,65,74,71,27,,,,,,,,,
Belgium,Finland,1,1,Draw,2,12,75,67,83,66,76,72,26,,,,,,,,,
Spain,Korea Republic,6,1,Home_win,6,14,82,69,78,67,76,79,26,56,9,66,57,76,64,75,67,27
England,Portugal,1,0,Home_win,10,14,73,66,77,68,80,74,26,8,6,74,67,78,67,77,75,29
Japan,Bulgaria,7,2,Home_win,57,5,73,66,75,67,75,73,28,,,,,,,,,
Switzerland,Moldova,2,1,Home_win,14,10,73,66,80,69,75,71,26,,,,,,,,,
Australia,Greece,1,0,Home_win,50,5,69,63,77,66,74,68,27,3,18,73,66,79,62,76,74,28
Brazil,Ecuador,0,0,Draw,7,20,76,66,77,68,80,77,27,3,22,70,65,77,57,80,75,27
Costa Rica,Paraguay,0,0,Draw,25,4,68,60,74,65,75,67,28,,,,,,,,,
Croatia,San Marino,10,0,Home_win,23,4,74,66,77,65,74,71,27,,,,,,,,,
France,Scotland,3,0,Home_win,21,14,77,66,82,72,79,73,27,,,,,,,,,
Germany,Hungary,2,0,Home_win,5,18,79,71,79,65,78,78,25,,,,,,,,,
Belgium,Norway,3,2,Home_win,2,12,75,67,83,66,76,72,26,,,,,,,,,
Mexico,Uruguay,3,1,Home_win,16,15,72,62,75,65,77,71,27,9,12,73,66,78,68,76,74,27
Russia,Serbia,1,1,Draw,27,10,73,64,78,66,75,68,29,55,11,72,64,80,65,74,71,27
Sweden,Wales,3,0,Home_win,36,,70,64,77,64,71,67,28,,,,,,,,,
Argentina,Chile,2,1,Home_win,1,16,78,69,80,68,77,77,28,9,12,73,68,76,64,77,75,28
Iceland,Liechtenstein,4,0,Home_win,35,0,70,62,75,65,71,67,29,,,,,,,,,
Panama,Bolivia,2,1,Home_win,52,0,64,57,74,60,73,63,29,,,,,,,,,
Australia,Greece,1,2,Away_win,50,5,69,63,77,66,74,68,27,3,18,73,66,79,62,76,74,28
Colombia,Paraguay,2,1,Home_win,4,5,73,67,79,63,78,74,27,,,,,,,,,
Iran,Kyrgyzstan,6,0,Home_win,42,4,66,59,74,60,73,65,27,,,,,,,,,
Japan,Bosnia-Herzegovina,1,2,Away_win,57,5,73,66,75,67,75,73,28,1,16,73,66,79,61,77,75,27
Spain,Georgia,0,1,Away_win,6,14,82,69,78,67,76,79,26,,,,,,,,,
Brazil,Haiti,7,1,Home_win,7,20,76,66,77,68,80,77,27,,,,,,,,,
Portugal,Estonia,7,0,Home_win,8,6,74,67,78,67,77,75,29,,,,,,,,,
Mexico,Jamaica,2,0,Home_win,16,15,72,62,75,65,77,71,27,,,,,,,,,
Uruguay,Venezuela,0,1,Away_win,9,12,73,66,78,68,76,74,27,,,,,,,,,
Argentina,Panama,5,0,Home_win,1,16,78,69,80,68,77,77,28,52,0,64,57,74,60,73,63,29
France,Romania,2,1,Home_win,21,14,77,66,82,72,79,73,27,,,,,,,,,
Colombia,Costa Rica,2,3,Away_win,4,5,73,67,79,63,78,74,27,25,4,68,60,74,65,75,67,28
England,Russia,1,1,Draw,10,14,73,66,77,68,80,74,26,27,10,73,64,78,66,75,68,29
Brazil,Peru,0,1,Away_win,7,20,76,66,77,68,80,77,27,46,,69,65,76,61,76,69,27
Germany,Ukraine,2,0,Home_win,5,18,79,71,79,65,78,78,25,,,,,,,,,
Belgium,Italy,0,2,Away_win,2,12,75,67,83,66,76,72,26,18,9,76,68,81,66,77,75,27
Mexico,Venezuela,1,1,Draw,16,15,72,62,75,65,77,71,27,,,,,,,,,
Spain,Czech Republic,1,0,Home_win,6,14,82,69,78,67,76,79,26,,,,,,,,,
Uruguay,Jamaica,3,0,Home_win,9,12,73,66,78,68,76,74,27,,,,,,,,,
Argentina,Bolivia,3,0,Home_win,1,16,78,69,80,68,77,77,28,,,,,,,,,
Portugal,Iceland,1,1,Draw,8,6,74,67,78,67,77,75,29,35,0,70,62,75,65,71,67,29
France,Albania,2,0,Home_win,21,14,77,66,82,72,79,73,27,,,,,,,,,
Russia,Slovakia,1,2,Away_win,27,10,73,64,78,66,75,68,29,,,,,,,,,
England,Wales,2,1,Home_win,10,14,73,66,77,68,80,74,26,,,,,,,,,
Germany,Poland,0,0,Draw,5,18,79,71,79,65,78,78,25,27,7,70,63,78,64,74,67,28
Peru,Colombia,0,0,Draw,46,,69,65,76,61,76,69,27,4,5,73,67,79,63,78,74,27
Spain,Turkey,3,0,Home_win,6,14,82,69,78,67,76,79,26,,,,,,,,,
Argentina,Venezuela,4,1,Home_win,1,16,78,69,80,68,77,77,28,,,,,,,,,
Belgium,Ireland,3,0,Home_win,2,12,75,67,83,66,76,72,26,,,,,,,,,
Iceland,Hungary,1,1,Draw,35,0,70,62,75,65,71,67,29,,,,,,,,,
Mexico,Chile,0,7,Away_win,16,15,72,62,75,65,77,71,27,9,12,73,68,76,64,77,75,28
Portugal,Austria,0,0,Draw,8,6,74,67,78,67,77,75,29,,,,,,,,,
Switzerland,France,0,0,Draw,14,10,73,66,80,69,75,71,26,21,14,77,66,82,72,79,73,27
Russia,Wales,0,3,Away_win,27,10,73,64,78,66,75,68,29,,,,,,,,,
Croatia,Spain,2,1,Home_win,23,4,74,66,77,65,74,71,27,6,14,82,69,78,67,76,79,26
Colombia,Chile,0,2,Away_win,4,5,73,67,79,63,78,74,27,9,12,73,68,76,64,77,75,28
Iceland,Austria,2,1,Home_win,35,0,70,62,75,65,71,67,29,,,,,,,,,
Sweden,Belgium,0,1,Away_win,36,,70,64,77,64,71,67,28,2,12,75,67,83,66,76,72,26
Croatia,Portugal,0,1,Away_win,23,4,74,66,77,65,74,71,27,8,6,74,67,78,67,77,75,29
Switzerland,Poland,1,1,Draw,14,10,73,66,80,69,75,71,26,27,7,70,63,78,64,74,67,28
Argentina,Chile,0,0,Draw,1,16,78,69,80,68,77,77,28,9,12,73,68,76,64,77,75,28
France,Ireland,2,1,Home_win,21,14,77,66,82,72,79,73,27,,,,,,,,,
Germany,Slovakia,3,0,Home_win,5,18,79,71,79,65,78,78,25,,,,,,,,,
England,Iceland,1,2,Away_win,10,14,73,66,77,68,80,74,26,35,0,70,62,75,65,71,67,29
Germany,Italy,1,1,Draw,5,18,79,71,79,65,78,78,25,18,9,76,68,81,66,77,75,27
France,Iceland,5,2,Home_win,21,14,77,66,82,72,79,73,27,35,0,70,62,75,65,71,67,29
Portugal,Wales,2,0,Home_win,8,6,74,67,78,67,77,75,29,,,,,,,,,
Germany,France,0,2,Away_win,5,18,79,71,79,65,78,78,25,21,14,77,66,82,72,79,73,27
Portugal,France,1,0,Home_win,8,6,74,67,78,67,77,75,29,21,14,77,66,82,72,79,73,27
Saudi Arabia,Laos,4,0,Home_win,60,4,65,56,73,62,76,65,27,,,,,,,,,
